timestamp_utc,tren,linea,retraso_min,origen,destino,latitud,longitud,accesible,mat
2026-05-28T02:45:20Z,04114,,-48,20309,17000,43.0156,-7.552754,True,730024
2026-05-28T03:00:42Z,04114,,-48,20309,17000,43.015614,-7.552784,True,730024
2026-05-28T03:15:21Z,04056,,5,11511,17000,43.226948,-2.0066462,False,121001
2026-05-28T03:15:21Z,15620,,0,78400,78600,41.631725,0.78368104,False,447093
2026-05-28T03:15:21Z,04114,,-48,20309,17000,43.01562,-7.5527945,True,730024
2026-05-28T03:15:21Z,12512,,3,08223,31412,42.234493,-8.713075,False,599046
2026-05-28T03:30:31Z,18047,,0,60400,18000,39.50384,-3.2663639,False,449036
2026-05-28T03:30:31Z,04154,,1,31412,17000,43.144245,-8.462057,False,106051
2026-05-28T03:30:31Z,04056,,2,11511,17000,43.100914,-2.0989363,False,121001
2026-05-28T03:30:31Z,15046,,0,71600,79400,41.204185,1.6762692,False,"451007,451009"
2026-05-28T03:30:31Z,15620,,0,78400,78600,41.637226,0.96818715,False,447093
2026-05-28T03:30:31Z,04114,,-1,20309,17000,42.96242,-7.4826026,True,730024
2026-05-28T03:30:31Z,12512,,8,08223,31412,42.347614,-8.612168,False,599046
2026-05-28T03:45:20Z,18047,,0,60400,18000,39.68637,-3.400799,False,449036
2026-05-28T03:45:20Z,15040,,0,78400,71600,41.620914,0.6328743,False,470114
2026-05-28T03:45:20Z,15046,,3,71600,79400,41.23847,1.8012381,False,"451007,451009"
2026-05-28T03:45:20Z,13001,,1,51405,51003,36.529274,-6.288518,False,449010
2026-05-28T03:45:20Z,14541,,4,61307,61200,37.818768,-0.95074505,False,592218
2026-05-28T03:45:20Z,15770,,0,79309,71801,42.221653,2.9766476,False,"449014,449018"
2026-05-28T03:45:20Z,15000,,0,71400,79400,41.11299,1.1505345,False,"448005,448008"
2026-05-28T03:45:20Z,04114,,7,20309,17000,42.838837,-7.4234676,True,730024
2026-05-28T03:45:20Z,15060,,0,71600,79400,41.19238,1.606109,False,451011
2026-05-28T03:45:20Z,02063,,1,54413,60000,36.705513,-4.546185,True,102008
2026-05-28T03:45:20Z,04154,,2,31412,17000,42.878647,-8.530719,False,106051
2026-05-28T03:45:20Z,04056,,2,11511,17000,43.045135,-2.2612984,False,121001
2026-05-28T03:45:20Z,17707,,0,35200,35002,39.970726,-4.8265333,False,599033
2026-05-28T03:45:20Z,03062,,0,04307,60000,41.97983,2.8161428,False,103020
2026-05-28T03:45:20Z,03052,,-1,71801,60000,41.335968,2.1049924,False,103007
2026-05-28T03:45:20Z,12411,,-1,31412,22308,43.20726,-8.446778,False,599018
